sentence;food;service;price;place;other
harganya cukup membuat kantong tipis .;-;-;negative;-;-
untuk harga standar saja .;-;-;negative;-;-
yang menurut saya kurang enak harganya yang over price .;-;-;negative;-;-
harga terjangkau .;-;-;positive;-;-
harga juga tidak terlalu mahal dibandingkan yang lain .;-;-;positive;-;-
harga yang memang agak melambung tinggi .;-;-;negative;-;-
makanannya banyak pilihan harganya terjangkau nikmat pokoknya .;positive;-;positive;-;-
harganya menengah keatas .;-;-;negative;-;-
harganya agak mahal .;-;-;negative;-;-
harga yang cukup mahal .;-;-;negative;-;-
harganya sedang .;-;-;negative;-;-
beberapa menu makanan enak , porsi cukup , harga diatas rata - rata .;positive;-;positive;-;-
porsi dan harga sebanding .;positive;-;positive;-;-
harganya masih reasonable untuk ukuran resto di bandung .;-;-;positive;-;-
harga sangat sesuai dengan kualitas dan rasa makanan .;-;-;positive;-;-
harganya standar café .;-;-;negative;-;-
pelayanannya ramah .;-;positive;-;-;-
tetapi pelayanannya mengecewakan , waitress penerima tamunya tidak ramah .;-;negative;-;-;-
pelayannya ramah dan cekatan .;-;positive;-;-;-
rasa dari masakannya lumayan enak dan pelayan yang ramah membuat betah untuk berlama - lama di resto yang satu ini .;positive;positive;-;-;-
pelayan nya kurang ramah .;-;negative;-;-;-
pelayanannya lumayan oke .;-;positive;-;-;-
pelayanan ramah & cepat tanggap .;-;positive;-;-;-
pelayanan sangat baik .;-;positive;-;-;-
waiting listnya panjang .;-;negative;-;-;-
meskipun harus masuk waiting list yang lumayan panjang .;-;negative;-;-;-
makanannya enak dan harga bersahabat banget .;positive;-;positive;-;-
untuk harganya masuk dikantong .;-;-;positive;-;-
harga juga tidak terlalu mahal .;-;-;positive;-;-
pilihan makanan cukup banyak dan harga terjangkau .;positive;-;positive;-;-
makanan sangat bervariasi dan harga terjangkau .;positive;-;positive;-;-
harga makanan di sini menurut saya di atas rata - rata;-;-;negative;-;-
harga cukup lumayan mahal menurut saya sih .;-;-;negative;-;-
harga nya juga ramah di kantong .;-;-;positive;-;-
harganya pun relatif terjangkau dan rasanya enak .;positive;-;positive;-;-
harganya standar ga kemahalan ga murah juga .;-;-;negative;-;-
pilihan menu variatif ,  harga terjangkau .;positive;-;positive;-;-
harga lumayan mahal dan rasa lumayan juga .;positive;-;positive;-;-
saya mencoba otak - otak nya dengan harga yang lumayan mahal menurut saya .;-;-;negative;-;-
harga yang di tawarkan juga cukup lumayan juga , untuk pembayaran agak ribet .;-;-;negative;-;-
harga cukup lumayan .;-;-;negative;-;-
harga termasuk mahal bila dibanding rasanya .;-;-;negative;-;-
harga terjangkau .;-;-;positive;-;-
harga tidak terlalu mahal dan cukup terjangkau .;-;-;positive;-;-
harganya masih relatif murah , sekitar 15 ribuan untuk per porsinya .;-;-;positive;-;-
harga yang ditawarkan cukup mahal daripada harga - harga foodstreet yang sama ditempat yang berbeda .;-;-;negative;-;-
untuk harga juga masih terjangkau .;-;-;positive;-;-
harga pas .;-;-;positive;-;-
untuk harga relatif murah .;-;-;positive;-;-
pelayanan biasa - biasa .;-;negative;-;-;-
so far overall ok pelayanannya .;-;positive;-;-;-
pelayan baik dan ramah .;-;positive;-;-;-
suasananya nyaman , pelayanan ramah .;-;positive;-;positive;-
pelayanan dari waiter helmi andrian sangat memuaskan dan sangat ramah .;-;positive;-;-;-
kami dilayani dengan sangat ramah oleh Berry dan Helmi .;-;positive;-;-;-
sudah beberapa kali kesini untuk sekedar dinner bersama pasangan dan selalu mendapatkan pelayanan terbaik dari para staf di purnawarman restaurant .;-;positive;-;-;-
untungnya kurang variatifnya makanan bisa ditutupi dengan pelayanan terbaik dari staf .;negative;positive;-;-;-
pelayanan di sini juga bagus .;-;positive;-;-;-
pelayanan ramah .;-;positive;-;-;-
servicenya sangat bagus .;-;positive;-;-;-
makanannya enak dengan porsi yang pas , sesuai dengan harganya .;positive;-;positive;-;-
menu makanan yang sangat variatif dan rasa yang baik dan harga yang pantas .;positive;-;positive;-;-
harga sangat bersahabat .;-;-;positive;-;-
harganya premium sesuai kelas restoran .;-;-;negative;-;-
harga mahal .;-;-;negative;-;-
untuk harga bisa dibilang lumayan mahal .;-;-;negative;-;-
harganya juga terjangkau banget .;-;-;positive;-;-
makanannya enak - enak dan harganya sesuai dengan fasilitas yang disediakan .;positive;-;positive;-;-
harganya cukup sesuai dengan porsi makanan yang diberikan .;-;-;positive;-;-
harganya pun cukup terjangkau;-;-;positive;-;-
porsi cukup banyak dan mempunyai harga yang layak;positive;-;negative;-;-
tetapi ternyata pas banget harganya;-;-;positive;-;-
tempat cukup memadai dengan pelayanan yang cepat .;-;positive;-;positive;-
pelayanan cepat dan ramah , dapat di reservasi , interior yg unik .;-;positive;-;positive;-
tempatnya cukup nyaman dengan layanan yang baik .;-;positive;-;positive;-
stafnya ramah dan pelayanannya cepat .;-;positive;-;-;-
suasana resto juga apik dengan pelayanan prima;-;positive;-;positive;-
dan pelayanannya sangat ramah .;-;positive;-;-;-
pelayanan cukup cepat dan bagus .;-;positive;-;-;-
lokasi yang dekat dari kantor saya tempat luas dan nyaman makanan seger , dan bumbunya pas negatifnya pelayannya sering jutek .;positive;negative;-;positive;-
pelayanannya juga bagus .;-;positive;-;-;-
pelayannya ramah - ramah .;-;positive;-;-;-
selain lokasinya yang mudah dijangkau dan dekat dengan tempat tinggal kami , pelayanannya pun sangat memuaskan .;-;positive;-;positive;-
kami mendapat pelayanan yang sangat ramah;-;positive;-;-;-
saat kami datang , kami sudah disambut oleh 2 orang pegawai yang sangat ramah , dan langsung diarahkan menuju tempat duduk kami .;-;positive;-;-;-
pilihan menu cukup beragam , dengan harga terjangkau .;positive;-;positive;-;-
dan harga cocok deh .;-;-;positive;-;-
restoran yang cantik , makanannya enak - enak dan harganya terjangkau .;-;-;positive;positive;-
makanannya enak , tempatnya nyaman , pelayan restonya juga sigap , harganya juga sebanding dengan rasa dan layanannya .;positive;positive;positive;positive;-
pelayan - pelayannya lucu , asik , pada suka bercanda .;-;positive;-;-;-
pelayan - pelayannya tetap sopan .;-;positive;-;-;-
staf yang melayani kami cukup sigap dan ramah;-;positive;-;-;-
suasananya nyaman dengan layanan yang baik .;-;positive;-;positive;-
ketagihan makan disini , cah kangkungnya enak , pelayanannya bagus , ramah , tempatnya juga sangat nyaman dan strategis;positive;positive;-;positive;-
pelayanannya bagus sekali .;-;positive;-;-;-
pelayanan ramah .;-;positive;-;-;-
tetapi hanya ada satu yg mengganjal pelayananya kurang ramah - ramah .;-;positive;-;-;-
pelayanan nya pun sangat baik .;-;positive;-;-;-
makanannya enak , pelayanannya cepat .;positive;positive;-;-;-
layanan bagus .;-;positive;-;-;-
pelayanan terbilang cukup lama , kebetulan saya berkunjung saat sedang lapar jadi harus menunggu cukup lama .;-;negative;-;-;-
tetapi di raja sunda ini pelayanannya juga cepat tidak pakai lama .;-;positive;-;-;-
pelayanan tetap ramah dan profesional;-;positive;-;-;-
servicenya benar - benar excellent .;-;positive;-;-;-
servisnya pun bagus .;-;positive;-;-;-
oreo milkshake nya number one in the world , pelayanannya juga bagus , harganya terjangkau .;positive;positive;positive;-;-
makanan yang disajikan enak dan harga terjangkau .;positive;-;positive;-;-
harga standar .;-;-;negative;-;-
tingkat kematangan pas dengan permintaan dan harganya pun sesuai dengan kualitasnya .;positive;-;positive;-;-
harga nya juga reasonable .;-;-;positive;-;-
makanan enak dan harga terjangkau .;positive;-;positive;-;-
makanannya enak - enak , beberapa kali saya kesini belum pernah merasa kecewa dengan makanannya , dan lebih penting lagi harganya bersahabat .;positive;-;positive;-;-
pelayanan cepat dan makanan enak kok .;positive;positive;-;-;-
tetapi agak mahal untuk harga lokal .;-;-;negative;-;-
staf dan pelayanannya sangat baik .;-;positive;-;-;-
harga sesuai yang didapat .;-;-;positive;-;-
masalah harga masih masuklah dengan pelayanan hotel bintang 5 .;-;positive;positive;-;-
harga termasuk mahal .;-;-;negative;-;-
harga yang ditawarkan kemahalan menurut saya;-;-;negative;-;-
buat harga sesuai dengan tempat dan rasa juga kualitas masakan;-;-;positive;-;-
harga yang ditawarkan juga masih terjangkau .;-;-;positive;-;-
makanannya enak dengan harga hotel bintang 5 tentunya .;positive;-;negative;-;-
pelayanan ramah dan cepat;-;positive;-;-;-
pelayanannya bagus , cepat dan ramah .;-;positive;-;-;-
pelayanan bagus .;-;positive;-;-;-
rasa makanan yang sangat memuaskan didukung dengan pelayanan yg baik .;positive;positive;-;-;-
pelayanannya sangat baik .;-;positive;-;-;-
karena selain kualitas rasa dan pelayanan yang excellent .;-;positive;-;-;-
pelayanannya luar biasa dan saya dapat meja yang pas untuk menikmati view sambil makan siang;-;positive;-;positive;-
yang paling bagus pelayanannya sangat memuaskan;-;positive;-;-;-
pelayanannya ramah , makanannya enak;positive;positive;-;-;-
enak untuk bersantai juga dengan pelayanannya yang tidak kalah saing dengan restaurant manapun;-;positive;-;-;-
pelayannya juga cepat dan ramah dalam menyajikan menu yang diorder;-;positive;-;-;-
pelayanannya ramah , yang pasti servisnya memuaskan .;-;positive;-;-;-
begitu juga dengan pelayanannya yang sangat bersahabat;-;positive;-;-;-
staf yang ramah pelayanannya mulai dari mas reza, richard, faisal yang serve kita dari awal;-;positive;-;-;-
pelayanan dan suasananya oke banget;-;positive;-;positive;-
pelayanan memuaskan;-;positive;-;-;-
ditambah dengan pelayanan yang sangat ramah dan menu menu makanan serta minuman yang beragam dengan rasa yang pas dan enak .;positive;positive;-;-;-
cita rasa masakan yang sedap ditambah pelayanan dari crew the restaurant padma hotel sangat mengagumkan;positive;positive;-;-;-
makanan yang saya pesan juga enak dan pelayanannya juga baik;positive;positive;-;-;-
pelayanannya juga ok , waitressnya mbak venia & indri asyik buat ditanya - tanya soal menu recommended .;-;positive;-;-;-
waiterssnya luar biasa pelayanannya ramah cepat dan friendly .;-;positive;-;-;-
staf yang ramah dan helpful;-;positive;-;-;-
staf nya ramah - ramah .;-;positive;-;-;-
dari mulai lobi disambut dengan ramah oleh staf hotel;-;positive;-;-;-
staf nya ramah ramah;-;positive;-;-;-
staf hotel yang ramah hanya ada di padma bandung;-;positive;-;-;-
untuk harga relatif lah;-;-;negative;-;-
harga yang ditawarkan juga terjangkau .;-;-;positive;-;-
minumannya juga lumayan dengan harga yang tidak terlalu mahal;positive;-;positive;-;-
harga menengah ke atas .;-;-;negative;-;-
harga makanan mahal .;-;-;negative;-;-
tidak sesuai dengan harga makanan yang disajikan .;-;-;negative;-;-
walaupun harga yang ditawarkan cukup tinggi untuk ukuran steak;-;-;negative;-;-
harga setimpal dengan kenyamanannya;-;-;positive;-;-
tetapi harganya juga lumayan mahal;-;-;negative;-;-
harga menengah keatas;-;-;negative;-;-
harga sesuai kualitas dan pelayanan .;-;-;positive;-;-
pelayanan sedikit lama dan harganya yang cukup mahal;-;negative;negative;-;-
harganya juga overated karena terlalu mahal;-;-;negative;-;-
harga termasuk mahal , saat itu memesan nasi raos dengan harga sekitar Rp 75 . 000;-;-;negative;-;-
harga termasuk mahal untuk porsi steak salmon dan sirloin yang kecil;negative;-;negative;-;-
suasananya juga enak dan yang penting harganya masih terjangkau;-;-;positive;positive;-
harganya terjangkau dan pas untuk bersantai;-;-;positive;-;-
tetapi harga untuk makanan dan minumannya terlalu mahal untuk porsi yg sedikit dan rasanya biasa saja;negative;-;negative;-;-
harga relatif tinggi untuk ukuran menu lokal seperti colenak;-;-;negative;-;-
layanannya cukup baik .;-;positive;-;-;-
tempat yang nyaman sambil menikmati suasana kota bandung dan pelayanannya ramah;-;positive;-;positive;-
pelayanannya ramah;-;positive;-;-;-
penyambutan dan pelayanan yang ramah;-;positive;-;-;-
pelayanan memuaskan tidak perlu menunggu lama untuk order makanan;-;positive;-;-;-
pelayanannya juga cepat;-;positive;-;-;-
pelayannya ramah;-;positive;-;-;-
pelayanan menyenangkan;-;positive;-;-;-
pelayanan sangat ramah dan yang terpenting pesanan cepat tidak lama;-;positive;-;-;-
pelayanan ramah;-;positive;-;-;-
kami dilayani seadanya;-;negative;-;-;-
pelayanan yang buruk dari dua orang pelayan ( perempuan yang dijilbab dan laki-laki yang sedikit kemayu );-;negative;-;-;-
hanya saja playanannya terkesan judes dan semaunya;-;negative;-;-;-
pelayanan oke;-;positive;-;-;-
desain cafenya unik , staffnya ramah , masakannya enak , plus kami dapat souvenir udeng keren khas sunda;positive;positive;-;positive;-
walaupun harga makanan cukup mahal;-;-;negative;-;-
harga memang mahal .;-;-;negative;-;-
cita rasa cukup enak , harga relatif mahal;positive;-;negative;-;-
untuk harga makanan memang wow;-;-;negative;-;-
untuk menu harga nya relatiflah , mahal juga karena bayar suasana .;-;-;negative;-;-
hanya saja harganya memang agak mahal;-;-;negative;-;-
selain itu , harga makanan disini tergolong cukup mahal dibanding kafe - kafe di bandung .;-;-;negative;-;-
Untuk harga lumayan cukup mahal;-;-;negative;-;-
harga tergolong mahal;-;-;negative;-;-
harganya luar biasa;-;-;negative;-;-
tetapi memang harganya cukup merogoh kocek;-;-;negative;-;-
harga makanannya cukup mahal .;-;-;negative;-;-
harganya lumayan mahal dan porsi makanan cukup banyak;positive;-;negative;-;-
harga tergolong mahal;-;-;negative;-;-
Enak banget , sebanding sama harganya yang tinggi;-;-;negative;-;-
harganya cukup tinggi;-;-;negative;-;-
meskipun dengan harga yang cukup fantastis;-;-;negative;-;-
harga cukup mahal;-;-;negative;-;-
harganya juga tidak terlalu mahal , pelayanannya sangat baik;-;positive;positive;-;-
harga menengah ke atas;-;-;negative;-;-
kualitas makanan sangat baik , sebanding dengan harga yang tinggi;positive;-;negative;-;-
makanan yang disajikan khas internasional dengan harga yang cukup mahal;negative;-;negative;-;-
harga sesuai dengan pelayanannya;-;-;positive;-;-
harga makanan cukup tinggi;-;-;negative;-;-
harganya pun menurut saya murah dibandingkan dengan resto lainnya yang terdekat;-;-;positive;-;-
namun taste makanan sangat kurang , tidak sebanding dengan harganya;negative;-;negative;-;-
hanya hati hati memilih menu ada yang harganya cukup mahal sekali;-;-;negative;-;-
tetapi pastanya biasa aja , tidak sesuai sama harganya;negative;-;negative;-;-
harga makanan yang ditawarkan masih masuk akal , sebanding dengan apa yg akan kita dapatkan;-;-;positive;-;-
namun kurang sebanding dengan harga yang ditawarkan;-;-;negative;-;-
harga makanan yang disajikan cukup pricey;-;-;negative;-;-
sekarang awal 2016 harganya sudah diluar wajar;-;-;negative;-;-
makanan enak pelayanan memuaskan menu makanan lengkap;positive;positive;-;-;-
selain menu yang enak , layanan menyenangkan;positive;positive;-;-;-
pelayanannya ok secara ini resto mevvah;-;positive;-;-;-
kenyang , enak , pelayan ramah , dan pemandangannya keren kalau kita duduk dekat jendela;-;positive;-;positive;-
pelayanan juga ramah & cukup cepat;-;positive;-;-;-
pelayanan yang baik dan sopan dari karyawan;-;positive;-;-;-
pelayan hanya kurang cepat menangani order;-;negative;-;-;-
pelayanan standar , siap siap untuk menunggu karena hampir selalu penuh di akhir minggu;-;negative;-;-;-
pelayannya sangat ramah dan sangat sigap membantu melayani tamu;-;positive;-;-;-
pelayananya bagus;-;positive;-;-;-
pelayannya sigap;-;positive;-;-;-
pelayanan memuaskan menu makanan lengkap;positive;positive;-;-;-
begitu masuk para waiter dan waitressnya menyambut dengan ramah;-;positive;-;-;-
waitressnya agak kurang responsif;-;negative;-;-;-
waitressnya ramah;-;positive;-;-;-
porsinya juga besar jadi sesuai dan satu lagi yang paling penting staffnya ramah ramah skali;positive;positive;-;-;-
harga standar , rasanya biasa banget;negative;-;negative;-;-
harga murah meriah dan sangat bersahabat;-;-;positive;-;-
harganya lumayan;-;-;positive;-;-
untuk harganya lumayan murah;-;-;positive;-;-
harganya standarlah untuk ukuran bandung;-;-;negative;-;-
price list harganya ternyata murah - murah;-;-;positive;-;-
harga ramah , mi ayam yang sangat recommended;positive;-;positive;-;-
begitu juga dengan minumannya , dengan harga tidak terlalu mahal;-;-;positive;-;-
bisa sebulan sekali ke tempat ini , karena harga makanannya pun murah banget;-;-;positive;-;-
harga tentu menyesuaikan cenderung agak mahal;-;-;negative;-;-
harga makanan disini pun cukup terjangkau;-;-;positive;-;-
harga masuk akal;-;-;positive;-;-
salah satu restoran di dago atas yang menawarkan makanan dengan harga terjangkau;-;-;positive;-;-
untuk harga semurah ini , anda bisa mendapatkan pemandangan yang relatif bagus;-;-;positive;positive;-
makanannya yang cukup lezat dan harganya yang masuk akal;positive;-;positive;-;-
rasanya enak dan harganya terjangkau;positive;-;positive;-;-
yamin nya enak , harganya juga terjangkau;-;-;positive;-;-
harga relatif terjangkau dan pelayanan yang lumayan cepat;-;positive;positive;-;-
tempatnya sejuk , pelayanannya ramah;-;positive;-;positive;-
