content,polarity
"Nunggu 60 menit untuk nasi wagyu dan nasi sosis,dibilangnya sudah sold out setelah 60 menit menunggu. Ga ada staff yang peduli untuk menginfokan ke kami. DEFINITELY WOULD NOT COME BACK!",negative
"Memang semua sajiannya enak dan fresh, tetapi saya sedikit kecewa dengan pelayanannya. Pertama, saat itu sudah hampir jam makan siang, pengunjung yang mampir kesini masih belum terlalu panjang, dan ada pembatas yang menunjukkan tempat awal antrian dan akhir antrian. Ketika tiba giliran saya memesan, tiba-tiba seonggok makhluk datang menyerobot antrian dari arah akhir antrian, dan yang mengecewakannya lagi, pelayan disana. Lanjutan",negative
pelayanan yg buruk.!!!! semua serba lambat dan kacau. pelayan terlalu slow dan makanannya ga enak.!!! udh gt MAHAL BANGET.!!!,negative
Kecewa dengan pelayanan nya. Menunggu 3 makanan dengan waktu hampir 1jam. Sangat kecewa dan tidak akan datang lagi untuk ke 2x nya,negative
"Kenapa gak recommended? 1. Pempek belum matang, tapi udah disajikan 2. Pesen sorabi, udah lama pake bonus lalat 3. Pesen iga bakar coet, di menu dpt bintang 3, realitanya tidak enak sama sekali 4. Sorabi Kinca dingin, yang dateng ternyata sorabi pake sirop kopyor, namanya kinca bukannya air gulu merah ya? Overall, ga puas sama pelayanan dan kualitas makanan di. Lanjutan",negative
Dimana mana standar kfc sama sih menurut gw nothing spesial . buat pencinta makanan junkfood kfc jadi tempat pelampiasan untuk rasa sih standar aja dimana mana sama gak ada yg gimana gimana getooooo .,negative
"Royal Wonder Steak (AUS), price Rp 150.000++, pesan yang medium, rasanya datar, saucenya juga ngga bantu rasanya. Sayang sekali Australian imported beef disajikan seperti itu. Pan seared marinated lamb (AUS) price 99.5++, beberapa bagian masih tidak matang, tekstur keras dan dry. Dessert kita pesen Apple strudel, dari tadi kita tulis review ini bahkan belum datang makanannya. Finally after 20 minutes. Lanjutan",negative
"Saat kesana adalah hal pertama saya hampiri krn biasa sy ke eatboss dago, pelayanan nya jauh dibawah yg dago, sy dtg pukul 14.15 ,memesan 14.25,sampai jam 15.35 pesanan kami tdk keluar, saat sy cross check tidak ada order atas nomor table kami , pelayan yg melayani kami dr awal memang terlihat tdk ramah dan malas utk kerja. kecewa bgt.",negative
"Karena beberapa waktu yang lalu saya pernah makan di sapu lidi dan saya menyukainya,maka pada saat saya ke Bandung kembali,saya pun mengajak keluarga saya untuk makan disana,tetapi ternyata makanannya tidak seenak dahulu,pelayanannya pun kurang.Saya memesan karedok,ikan bakar daun,genjer tumis dan sate kambing.Makanannya jauh dari perkiraan saya sebelumnya.Lalat jg banyak,sehingga suasana makan terganggu bahkan ada beberapa kucing berkeliaran.Meja2 bekas orang makan. Lanjutan",negative
"tempatnya susah di temukan , pelayanannya buruk sekali , untuk minuman lumayan mahal, situasi tempatnya kurang menarik ( buruk sekali )",negative
"Cafe ini sering dijadikan tempat acara nobar bola. saya beberapa kali pernah kesini karena selalu menemani pasangan saya yg ikut nobar. Menurut saya tempat ini biasa saja, baik dari segi dekorasi, pelayanan dan makanan/minuman. pelayan disini tidak terlalu ramah dan menebar senyuman kpd tamu yg datang, mereka jg tdk mempersilahkan tamu untuk duduk. saya pernah memesan mie baso disini, dan. Lanjutan",negative
"Obonk termasuk steak dengan harga murah, kamu bisa makan steak dengan harga steak 20-30ribu rupiah. My eksperience, saya memesan menu terdeloin BBQ & Nasi putih (red : indonesia banget hehe). Ukuran terderloin cukup sesuai dengan harganya, dengan additional kentang goreng dan sayuran. Rasa steak terderloinnya standar dengan less BBQ (red : kirain bakal banjir kuah BBQ) dengan nasi putih yang. Lanjutan",negative
"biasa aja. rasa biasa, tempat biasa, pelayana biasa. ga bagus banget, ga jelek banget juga. biasa aja.",negative
"makanan kamseupay ewwww banget tahu gk cih makanannya ada cicak, pur burung, jangkrik teru paling gila toilet kagak pernah di bersihkan meja bawahnya ada permen karet meja sampai ber jamur idih ewww",negative
ketika sedang memesan saya menumpang ke kamar mandi dan melihat ada saringan teh yang terletak di lantai WC.sangat shock melihatnya.pelayanan juga sangat sangat standar.tidak ada yang spesial disini.mohon maaf saya berkata yang sejujurnya.,negative
"Suasana tenang berubah jd tidak nyaman ketika seorang wanita menegur mobil vendor dengan nada tinggi dan keras di depan para tamu yg sedang makan,lalu seorang tamu menegur wanita tersebut karena merasa terganggu dengan omongan wanita tadi, bukan meminta maaf karena telah mengganggu tamu yg sedang makan tetapi dia malah mengaku sebagai pemilik restoran dengan tatapan sinis. Setelah di tanyakan kepada. Lanjutan",negative
"Tempat makan unik ini berada di area depan mall Istana Plaza Bandung. Sangat mudah mencapainya, saat masuk ke area mall pake mobil kita akan bisa langsung melihatnya. Tempatnya agak sempit. Keunikan disini adalah banyaknya ornamen ayam, termasuk patung ayam yang berjejer di bagian dalam resto. Ada juga majalah-majalah dipajang serta timbangan, ya timbangan . (entah apa hubungannya timbangan dengan restoran. Lanjutan",negative
"saya sangat kecewa dg pelayanan kasir dg wajah jutek dan ga memberikan kesan positif ketika melayani . saya pesan cake ulang tahun ketika billing sudah di cetak ada pesanan yg tidak terinput, si kasir teriak2 manggil waiter yg menulis orderan di depan saya, kemudian setelah dibayar ternyata ada kekurangan lilin angka 24 tidak terinput juga, dg wajah asam dan natap. Lanjutan",negative
"Wifi disini selalu error,makanan dan minuman agak mahal, lumpiah goreng asin sekali, teh susu cukup enak, lama sekali untuk pesanan",negative
"Pas datang kesana suasana kurang baik, lebih mirip suasana warung ayam goreng kaki lima daripada restoran ayam goreng, kecuali tempatnya yg ini luas. Pas datang makanan semua normal, sampai datang tahu nya . ternyata sudah asam tapi mereka goreng kembali, saya bersama keluarga pada saat itu dan keluarga komplain karena saya bawa kesitu, sambalnya juga agak asam (tapi mungkin memang. Lanjutan",negative
Penasaran pengen cobain ayam Brebes yang cukup terkenal itu. Tempat lumayan luas.siang itu sepi karena memang saat puasa. Pesan ayam bakar. Ternyata ayam bakarnya pedas.anak2 tidak bisa makan. Harusnya pelayan menanyakan mau pedas atau tidak karena ada 2 pilihan. Kemudian saya minta 2 ayam bakar yang tidak pedas.ampun!!! Ayamnya cuma seperti digoreng terus dilumuri kecap. Kami sudah hilang napsu makan. Lanjutan,negative
"Akhirnya makan lagi disini setelah sekian lama tidak menginnjak Lembang dan kecewa berat (saya makan bersama keluarga di Lembang, sebelah RM Ampera) Ayam goreng kuningnya tidak berasa asin, ayam bakarnya hanya rasa kecap Dagingnya keras, dan banyak lalat di-mana2 :(",negative
"Pertama kali masuk sudah tidak disambut dgn ramah, setelah menunggu beberapa lama tidak ada yg memberi menu, setelah mau pesan sang waiter tidak mencatat apa yang harusnya menjadi pesanan sehingga bertanya berulang2 kali, not suggest place ever :(",negative
"View dan interior nya memang outstanding. Salah satu alasan kenapa kami pilih resto ini. Tapi kalau kamu lapar, restaurant ini penuh jangan deh makan disini. Bisa jadi anda akan mengalami hal yang sama dengan saya Dari awal sudah disampaikan bahwa meja ada tapi 30 menit baru bisa mulai order. Kami sanggupi. Namun sayang saat kami yang berempat oder makanan ada. Lanjutan",negative
Restaurant medium size sedikit kelihatan tua makanan variasy untuk padang ok makanan ya standar sekali tidak ada karakter yang kuat yang menonjol dan cukup baik bersama keluarga terutama sore hari,negative
"Suasana pedesaan terasa disini, banyak tanaman padi dan anda bisa sewa sampan untuk berkeliling di danau buatan, hanya saja untuk makanan kurang enak dan agak mahal",negative
"Kondisinya sepi tp makanan keluarnya lama, spaghetti 1/2 jam, roasted chicken 45 menit. Juice'nya gak fresh. Foie Gras Salad : Foie Gras'nya masih bau hanyir. Komplen soal juice'nya yg gak fresh, dijawab sama Captainnya ""oo.gitu?"" Sy terangin bhw juicenya bau aroma kulkas yg meresap masuk ke buahnya, dia gak terima. Sy bilang ""cicipi saja"", trus dibawa gelasnya kembali ke pantry. Lanjutan",negative
"Saya sudah menjadi pelanggan Madtari sejak tahun 2002, saat itu masih berupa warung tenda kecil yang sangat ramai malam hari. Beberapa tahun silam menempati bangunan yang permanen, sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda. Yang jelas, harga naik cukup signifikan, dibandingkan warung serupa, mungkin lebih mahal. Namun jika melihat porsi roti bakar dengan kejunya. Lanjutan",negative
"Terakhir berkunjung mengecewakan,tapi tergantung selera, tiap orang punya selera masing2 tapi buat roti sama pisang bakarnya lumayan",negative
Bmk termasuk bakso fav saya namun selalu saja pelayanan dan kwalitas bmk ciwalk ini dibawah standar dari kwalitas yg ada favorit saya mie ayam rica2 bakso urat dan strawberry fresh juice namun lagi lagi kwalitasnya membuat saya kecewa ayam2 rica2nya sedikit saja dan rasa strawberrypun bukan fresh tapi manis gula legit karena kebanyakan gulanya . lagi lagi kecewa,negative
Bmk ciwalk ini boleh dibilang dulu waktu masa2 kuliah klw ke bandung jadi tempat favorit saya krn rasanya yg enak beda dari bakso yg ada di mall2 tapi kini rasa dan porsinya menjadi lebih kecil dan kurang enak apalai kuahnya kurang panas jd bad mood makannya,negative
Gilak yee. pesen mix platter aja sampe lebih dari 30 menit. nanya ke pelayannya malah kabur. gak responsif. lama.,negative
"Cafe ini menyajikan sensasi makan dalam gelap. cukup unik sih, tetapi lebih dari sekali, rasanya orang jarang datang lagi. Hanya menarik untuk sekedar mencoba.",negative
"Menurut saya mengecewakan, nasinya dingin dan agak keras, di meja tidak disediakan kecap, kotak tissue, kerupuknya juga sudah melempem. Waitressnya juga jarang keliatan, jadi susah klo mau minta tolong. Ketika mau bayar, eh kasirnya blm dapet bon dari pelayannya,jadi harus menunggu lg untuk bayar. Sebaiknya managementnya di perbaiki lg. Malah yg sangat ramah security parkirnya. Saya apresiasikan kepada Bapak Security. Lanjutan",negative
"Jika makan dengan orang tua saya, saya selalu memilih tempat yang aman dikarenakan selera orang tua saya yang cenderung pemilih. Makanya ketika waktunya makan siang dan sedang berada di Paris Van Java, saya pun langsung memilih restoran ini dikarenakan mereka suka dengan rasanya. Sayangnya ketika kami makan di sana, makanan yang kami biasa pesan tidak terlalu enak rasanya. Padahal biasanya. Lanjutan",negative
"Gambar di menunya sangat menarik tapi tidak sesuai dengan kenyataan ketika disajikan. Sapo tahu seafoodnya, ikannya sudah bau. Buburnya biasa saja berbau tepung. Nasi goreng seafoodnya hampir tidak ada seafoodnya. Cuma nasi saja dan bawang.",negative
Pesan beberapa macam makanan tapi semuanya kurang enak. Pofferjes nya seperti kue balok. Panekuknya seperti pancake. Rasanya tidak ada yang enak.,negative
"Restauran cafe betawi yang berada di TSM ini perlu di audit baik manajemen dan resto nya,jelas cafe ini menyajikan makanan dengan menipu. Saya pesan paket nasi ulam karena tertarik dengan gambar display yang ada di buku menu,tapi ketika makanan datang ke meja saya sangat mengecewakan sajian seperti untuk makanan kucing.!!! Sangat berbeda jelas saya merasa tertipu,sajian lauk berbeda dgn gambar. Lanjutan",negative
Pelayannya ga sopan. Matanya jelalatan nantangin!!!! Sekali aja cukup dan terakhir kesini. Taun 2011. Sampe jantung saya kambuh. Gak2 lagi kesini. Jijik!!!! Saya kasih rate nya 1 juga terpaksa. Zero rate!!!,negative
Rencana mau dinner.pengen nyobain.karena posisi strategis tpi pas masuk.smooking room n non smooking room tidak ada pemisah.jadi ngga nyaman Terpaksa cmn psn minum n apertizwr. Pesan americano rasanya aneh Tema interior : lumayan tematik sesuai judul Ruangan : teras ^outdoor Makanan : western n local standart Coffee : xpresso base tidak ada special original n manusl brew Minus : -. Lanjutan,negative
"Rasa makanan tidak ada yang istimewa, dan saya punya pengalaman buruk makan di sini. Pertama makanan yg teman saya pesan (rib) tidak datang2 sampai satu jam lebih. Setelah 2x bertanya kepada pelayan akhirnya datanglah masakan ke meja kami. Dan ternyata yg sayang malah sirloin yg tidak kamu pesan. Saat kami tanyakan pertama kenapa malah sirloin si pelayan bilang bahwa itu. Lanjutan",negative
"Kebersihan kurang terjaga.makanan tidak habis dari satu meja dihidangkan ulang di meja lain tanpa dipanaskan ulang.memang ini restoran gaya Sunda asli, dengan Sambel hejo yg khas, tetapi kebersihan seharusnya tetap diutamakan.",negative
"Ini adalah kunjungan saya yang kedua, setelah sebelumnya kurang lebih 4 tahun lalu. Saya memesan Bakmie Yamin Spesial dengan porsi yang lumayan besar. Dengan minum harganya Rp. 70.000,- Mienya cukup enak. Tapi satu hal yang menjadikan restauran ini sangat tidak recommended adalah,kebersihannya. Saat kami sedang makan, ada 2 orang staff membawa troli barang yang diatasnya ada sebuah panci besar berisi. Lanjutan",negative
"Saat mengunjungi rumah makan ini karena diajak rekan Bisnis saya. Saat saya menikmati mie ini terasa memiliki citarasa yang nikmat sekali. Sayang saat itu, mie saya terlalu asin. sehingga mie yang seharusnya sangat nikmat tidak bisa saya rasakan. untuk suasana tempat tergolong biasa-bisa saja. untuk harga tergolong sangat mahal. 2 mangkok mie harganya Rp. 95.000. Mie legendaris di Bandung yang. Lanjutan",negative
Begitu masuk saya membaca menunya tidak ada harga di samping. Saya tidak curiga mungkin biar efisien kalau harga ganti tidak usah print baru. Saya tidak memesan minum sama sekali dan hanya memesan 2 mangkok mie dan 1 mangkok bihun. Ditambah bakso dan kuah campur. Begitu bayar saya kaget dengan harganya. Mending kalau enak saya tidak protes. Rasa biasa saja seperti. Lanjutan,negative
"Karna lihat beberapa review di internet yg oke, saya sekeluarga makan di naripan. Setelah memesan dan menunggu. Saya mulai gelisah karna saya tidak melihat satu pun diantara tamu yg seperti saya (berjilbab). Kami benar2 kaget ternyata memang ada beberapa menu yg tidak halal. Walaupun kebetulan yg kami pesan itu katanya yg halal. Karna sudah terlanjur kami berusaha menghabiskan pesanan kami. Lanjutan",negative
"Makanannya enak dan terkenal dari saya kecil dulu. Tapi terakhir makan disana, harganya benar2 tidak masuk akal utk bakmie. Pelayanannya jg kurang ramah dan kurang sopan. Padahal lokasi di perumahan tua dan kurang bersih. Mengecewakan mahal sekali dibanding pesaingnya",negative
"Saya makan si pa chi met pasirkaliki, untuk harga cukup mahal dengan porsi gurame bakar yg kecil. Rasa tidak terlalu istimewa, gurame bakar agak basah tidak digoreng dahulu, sambal terlalu pedas",negative
"Mi enak, bakso mantap, kuah segar. Sayang saos dicampur langsung ke bumbu bakmi, secara saya ga suka kalo makanan langsung dikasi saos. Merusak rasa asli. Yang menonjol bagi saya adalah harga untuk menu2 yang disajikan. - Bakso goreng, 3 butir Rp. 28.000. -- menu tambahan, meski kita ga pesan namun di meja tetap disajikan. - seporsi mi ayam manis pedas. Lanjutan",negative
"Mie Naripan sudah ada sejak saya kecil. Ketika berkunjung ke Bandung ingin juga kembali ke rumah makan mie ini untuk sekedar bernostalgia. Masuk ke restauran, kita akan disodori menu berisi pilihan mie. Mau mie baso kuah, yamien, pangsit, dll seperti umumnya masakan mie. Saya memesan sekenanya tanpa bertanya harga yang tidak ada di menu. Yang agak mengagetkan adalah ketika harus. Lanjutan",negative
"Rasa biasa saja. Cuma pesen Mie Yamin Asin Special dan Aqua, total Rp. 77.000. Cukup makan sekali saja, Kapokkkk.",negative
"Sepertinya TIDAK HALAL. wktu saya datang, lgsg dijebak oleh cici2 disana utk lgsg pesan. Sbnarnya sya ragu, nmun akhirnya pesan. Melihat sekeliling sprtiny tdk ada org muslim dan saya smakin ragu. Stelah browsing trnyata benar, trnyata disana bercampur dgn yg tidak halal. Akhirnya tidak saya habiskan dan stelah bayar trnyata SANGAT MAHAL. 4 mie dgn es jeruk seharga 286 ribu!!!. Lanjutan",negative
